Centro,Municipio,Sitio,N�mero,T�tulo,F.Inicio,F.Fin,Especialidad,Elemento,Tecnologia,Tipo Equipo,Clave Cierre,SW,HW,C,AC,DC,PC,MTTO,AT,D,P,BT,Estado,Observaciones,descripcion,�tima Acci�n ,Tg (min)
CT GUINES,Batabano,RBS GF BATABANO,T20220823231451061,RBS interrumpida,23/08/2022 11:14:00 p.�m.,24/08/2022 12:30:00 p.�m.,Acceso,RBS 6330,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Reset manual del minilink en Surgidero BB.,"Se interrumpe la RBS por fallo ac en el sitio, al restablecer el ac la misma no levant�, se inform� a todos los jefes.",Reset manual del minilink en Surgidero BB.,796
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS SAN JOSE MB,T20220823224131088,RBS interrumpida,23/08/2022 10:41:00 p.�m.,25/08/2022 08:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Recarga del SW.,"Se queda interrumpida la RBS despu�s de regresar el ac en el sitio, se informa a todos los jefes.",Recarga del SW. Se realizo cuando hubo AC en el sitio.,2719
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20220823214833041,Fallo de Grupo,23/08/2022 09:48:00 p.�m.,23/08/2022 10:35:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"El grupo queda operativo nuevamente, se servici� de agua y se reinici� la alarma.","Se detiene el Grupo despu�s de estar trabajando varias horas, se inform� a todos los jefes.","El grupo queda operativo nuevamente, se servici� de agua y se reinici� la alarma.",47
CT SAN JOSE DE LAS LAJAS,Bejucal,RBS BUENAVENTURA,T20220823141236049,RBS interrumpida,23/08/2022 02:12:00 p.�m.,23/08/2022 04:00:00 p.�m.,Acceso,RBS 2206,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Se reinici� el minilink de buenaventura y se reslovi� el problema,"Se interrumpe la RBS, se inform� a todos los jefes pertinentes.",Se reinici� el minilink de buenaventura y se reslovi� el problema,108
CT GUINES,BATABANO,CT BATABANO,T20220823114039074,Fallo de grupo,23/08/2022 11:40:00 a.�m.,23/08/2022 12:00:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"El grupo queda operativo nuevamente, el problema era tupici�n.",Sale alarma fallo ac rectificador A1 indicando que el grupo electr�geno se detuvo ya que se encontraba trabajando en ese momento. El sitio se encuentra trabajando con bater�as. Se inform� a todos los jefes pertinentes,"El grupo queda operativo nuevamente, el problema era tupici�n.",20
CT GUINES,Melena del Sur,RBS LA LUISA,T20220822212936043,RBS fuera de servicio.,22/08/2022 09:29:00 p.�m.,23/08/2022 03:43:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Intervenci�n encuentra el brecker principal disparado,RBS fuera de servicio.,Intervenci�n encuentra el brecker principal disparado,1094
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20220822173613079,Grupo electrogeno averiado.,22/08/2022 03:30:00 p.�m.,22/08/2022 06:30:00 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se reconfiguro el microprocesador y el GE queda operativo.,Grupo electrogeno presentando problemas en el alternador.,Se reconfigura el microprocesador del GE.,180
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20220822062355077,Grupo electrogeno del sitio CT-Santa Cruz no arranca.,21/08/2022 07:00:00 p.�m.,21/08/2022 09:20:00 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorna la AC y restablecen los servicios afectados.,"Grupo electrogeno del sitio CT-Santa Cruz no arranca y se apaga el multiplexor SDH-1660SM interrumpiendo servicios de telefonia fija, m�vil.",Retorno de la AC y restablecen los servicios afectados.,140
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20220820194921064,Radiobase 2G fuera de servicio,20/08/2022 07:49:00 p.�m.,22/08/2022 12:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Problemas con el flujo de 2 Mb/s,Radiobase 2G fuera de servicio. El flujo de la radiobase est� cortado y no es posible tener gestion sobre el multiplexor de Bejucal. Se pospone hasta el lunes.,Problemas de Transmisi�n,2411
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,LOMA CHAVEZ (LOMA CAMOA),T20220820115730019,Grupo Electr�geno no arranc�,20/08/2022 06:10:00 a.�m.,21/08/2022 10:30:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 70 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"Queda en servicio el grupo, tras cambiarse el microcontrolador y adaptarse un nuevo alternador.",Grupo Electr�geno no arranc�,Cambio de microcontrolador y alternador.,2420
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20220819232306056,RBS fuera de servicio,19/08/2022 07:23:00 p.�m.,21/08/2022 02:50:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Cambio de ruta en sistema SDH,Se interrumpe la RBS con ac en el sitio se informa a intervenci�n., Cambio de ruta en sistema SDH,2607
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20220819144242020,Se apaga el Grupo para abastecerlo ,19/08/2022 02:42:00 p.�m.,19/08/2022 04:55:00 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,se abastece el grupo,Fernando la O informa que apag� el Grupo Electr�geno para abastecerlo de combustible.,se abastece el grupo,133
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20220819135822032,Fallo de Grupo,19/08/2022 01:58:00 p.�m.,19/08/2022 09:43:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se le hizo un cambio de filtros al grupo.,CT Nueva Paz trabajndo con bater�as ya que el Grupo Electr�geno se encontraba trabajando y se apag�.,Se le hizo un cambio de filtros al grupo.,465
CT GUINES,BATABANO,CT BATABANO,T20220818132113061,Grupo electrogeno con problema,18/08/2022 01:21:00 p.�m.,18/08/2022 06:00:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Cambio de filtro,Grupo electrogeno con problema .,Sustituci�n de filtros de combustible,279
CT GUINES,GUINES,CT CATALINA DE GUINES,T20220817163112001,Grupo Electr�geno de Catalina con autonomia agotada.,17/08/2022 04:31:00 p.�m.,17/08/2022 09:30:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Grupo electr�geno operativo y restablecido el servicio de telef�nia movil afectado.,"Grupo Electr�geno de Catalina con autonomia agotada y configurado en off. J�de operaciones del territorio informa que debe quedar serviciado y operativo hoy.
16:52 Fallo de AC y brindando servicio con baterias de respaldo. Se informa al J�de Operaciones dl territorio de Guines.20:30.J�de Operaciones de Guines informa que se esta serviciando el tanque de combustible del Grupo Electr�geno y se esperar� una hora para que se asiente dentro del tanque antes de poner en marcha el generador.","Serviciado de combustible el tanque del grupo electr�geno,poniendose en marcha,luego de 1 hora, el grupo electr�geno y restablece el servicio de telefon�a m�vil en el sitio",299
CT SANTA CRUZ DEL NORTE,Santa Cruz del Norte,RBS PUERTO ESCONDIDO,T20220817190925086,RBS-Puerto escondido sin servicio por fall de AC.,17/08/2022 03:47:00 p.�m.,18/08/2022 07:00:00 a.�m.,Acceso,RBS 2116,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,"Retorno AC al sitio, sustitucion de transformador.","RBS-Puerto escondido sin servicio por fallo de AC causado por disparo de protecci�n de transformador.
17-08-2022 15:15 h. Se informa a J�de Operaciones de Santa Cruz quien reportar� a Empresa El�ctrica.",Retorno AC al sitio,913
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20220817113357040,Incidencia Grupo Electr�geno de Jaruco con indicaci�n de no arrancarse. ,17/08/2022 11:00:00 a.�m.,17/08/2022 01:45:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se ha serviciado con aceite automotriz el motor del grupo electr�geno quedando habilitado y operativo.,Grupo Electr�geno de Jaruco con indicaci�n del J� de Energ�tica de la provincia de no arrancarse por bajo nivel de aceite en motor del GE.,Se servicia con aceite automotriz al motor del grupo electr�geno quedando habilitado y operativo.,165
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20220816202138098,Generador en servicio por m�s de 6 horas.,16/08/2022 08:00:00 p.�m.,16/08/2022 10:20:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio,140
CT GUINES,MELENA DEL SUR,CT MELENA DEL SUR,T20220816205615026,Generador en servicio por m�s de 6 horas.,16/08/2022 08:00:00 p.�m.,16/08/2022 10:00:00 p.�m.,"Energetica, Climatizacion y SPI",MG 30 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio,120
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20220816205809072,Generador en servicio por m�s de 6 horas.,16/08/2022 08:00:00 p.�m.,16/08/2022 09:30:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio.,90
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20220816205956056,Generador en servicio por m�s de 6 horas.,16/08/2022 08:00:00 p.�m.,16/08/2022 09:30:00 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio.,90
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20220816202624034,Generador en servicio por m�s de 6 horas.,16/08/2022 07:57:00 p.�m.,16/08/2022 10:10:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio,133
CT GUINES,SAN NICOLAS,CT SAN NICOLAS DE BARI,T20220816193058023,Generador en servicio por m�s de 6 horas.,16/08/2022 07:31:00 p.�m.,16/08/2022 10:34:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio,183
CT GUINES,Guines,CT EL CANGRE,T20220816193229019,Generador en servicio por m�s de 6 horas.,16/08/2022 07:31:00 p.�m.,16/08/2022 10:34:00 p.�m.,"Energetica, Climatizacion y SPI",MG 15 SSL/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio,183
CT GUINES,GUINES,CT CATALINA DE GUINES,T20220816190512020,Generador en servicio por m�s de 6 horas.,16/08/2022 03:39:00 p.�m.,16/08/2022 05:30:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,Generador en servicio por m�s de 6 horas.,Retorno AC al sitio.,111
CT GUINES,GUINES,CAI Amistad con los Pueblos,T20220816140234083,GE en servicio por m�s de 6 horas.,16/08/2022 01:30:00 p.�m.,16/08/2022 04:33:00 p.�m.,"Energetica, Climatizacion y SPI",MGT 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,GE en servicio por m�s de 6 horas.,Retorno AC al sitio.,183
CT GUINES,BATABANO,CT BATABANO,T20220816130506052,GE detenido para reabastecimiento de combustible.,16/08/2022 12:20:00 p.�m.,16/08/2022 02:07:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,GE detenido para reabastecimiento de combustible.,Retorno AC al sitio.,107
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT QUIVICAN,T20220816120958020,GE en servicio por m�s de 6 horas,16/08/2022 12:03:00 p.�m.,16/08/2022 02:00:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,GE en servicio por m�s de 6 horas,Retorno AC al sitio.,117
CT SANTA CRUZ DEL NORTE,MADRUGA,CT MADRUGA,T20220816125844013,GE en servicio por m�s de 6 horas,16/08/2022 12:03:00 p.�m.,16/08/2022 02:10:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,GE en servicio por m�s de 6 horas,Retorno AC al sitio.,127
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20220816130204002,GE en servicio por m�s de 6 horas,16/08/2022 12:03:00 p.�m.,16/08/2022 02:10:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,GE en servicio por m�s de 6 horas,Retorno AC al sitio.,127
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20220816104711082,GE Datacenter en servicio por fluctuaciones de voltaje,16/08/2022 07:00:00 a.�m.,16/08/2022 09:43:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 200 SSP,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,"Restablecen los valores de voltaje en linea, el GE se detiene.",GE Datacenter en servicio por fluctuaciones de voltaje,"Restablecen los valores de voltaje en linea, el GE se detiene.",883
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20220815184432020,Grupo Electr�geno no arranc�,15/08/2022 06:44:00 p.�m.,16/08/2022 04:21:00 p.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se le cambia el motor de arranque al grupo,"Salen alarmas de fallo de grupo en en gestor, indicando que el mmismo no arranc�,el sitio se encuentra trabajando con bater�as, se inform� al grupo de energ�tica.",El grupo de energ�tica le realiza el cambio de motor de arranque al grupo ,1297
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,VSAT  Emp. Pecuaria Gen�tica Valle del Per� 10.1.17.12,T20220815131848023,Sit descone,15/08/2022 01:18:00 p.�m.,20/08/2022 12:00:00 p.�m.,Red de Acceso,VSAT,SISTEMA SATELITAL VSAT,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,"Se visita el sitio y el equipo estaba bloqueado, en coordinaci�n con los compa�eros de Cojimar se le quita el Hold al Sit y queda restablecido el servicio",Vsat MYB_12_Valle del Per� desconectada por mas de 48 horas . Se habla con los compa�eros de mayabeque y van a la Vsat a ver cual es el problema,"Se visita el sitio y el equipo estaba bloqueado, en coordinaci�n con los compa�eros de Cojimar se le quita el Hold al Sit y queda restablecido el servicio",7122
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,OUTDOOR MICRO SAN JOSE,T20220815083748099,Tarjetas combo (CVME) averiadas,15/08/2022 08:37:00 a.�m.,22/08/2023 08:36:25 a.�m.,Acceso,DSLAM MA5600,DSLAM HUAWEI,Red de Acceso,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,sustituci�n de tarjeta tra�das del surgidero de BB,Hay 2 tarjetas combo (CVME) averiadas,sustituci�n de tarjeta tra�das del surgidero de BB ,535679
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20220815080046034,GE CT CAMILO CIENFUEGOS en funcionamiento.,15/08/2022 12:35:00 a.�m.,15/08/2022 08:09:00 a.�m.,"Energetica, Climatizacion y SPI","MG 32,5 AA",GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC.,GE CT CAMILO CIENFUEGOS en funcionamiento por mas de 6 horas.,8:09 h Restablece el AC.,454
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20220815075902091,GE CT PIPIAN en funcionamiento.,15/08/2022 12:21:00 a.�m.,15/08/2022 08:09:00 a.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC.,GE CT PIPIAN en funcionamiento por mas de 6 horas.,8:09 h restablece el AC en el sitio.,468
CT GUINES,GUINES,CT GUINES,T20220814205157026,GE CT GUINES trabajando.,14/08/2022 03:03:00 p.�m.,14/08/2022 10:18:00 p.�m.,"Energetica, Climatizacion y SPI",MG 115 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT GUINES trabajando por mas de 6 horas.,22:18 h Restablece el AC en el sitio.,435
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20220814205420013,GE CT SANTA CRUZ DEL NORTE trabajando.,14/08/2022 02:23:00 p.�m.,14/08/2022 10:19:00 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT SANTA CRUZ DEL NORTE trabajando por mas de 6 horas.,22:19 h Restablece el AC en el sitio.,476
CT GUINES,Guines,CT EL CANGRE,T20220814205753082,GE CT CANGRE trabajando.,14/08/2022 02:21:00 p.�m.,14/08/2022 10:06:00 p.�m.,"Energetica, Climatizacion y SPI",MG 15 SSL/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT CANGRE trabajando por mas de 6 horas.,22:06 h Restablece el AC en el sitio.,465
CT GUINES,SAN NICOLAS,CT SAN NICOLAS DE BARI,T20220814205600021,GE CT SAN NICOLAS DE BARI trabajando.,14/08/2022 02:20:00 p.�m.,14/08/2022 10:06:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT SAN NICOLAS DE BARI trabajando por mas de 6 horas.,22:13 h Restablece el AC en el sitio.,466
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CANASI,T20220814205032030,GE CT CANASI trabajando.,14/08/2022 02:08:00 p.�m.,14/08/2022 10:09:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT CANASI trabajando por mas de 6 horas.,22:09 h Restablece el AC en el sitio.,481
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20220814204642065,GE CT NUEVA PAZ trabajando.,14/08/2022 02:04:00 p.�m.,14/08/2022 10:17:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT NUEVA PAZ trabajando por mas de 6 horas.,22:17 h Restablece el AC en el sitio.,493
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT TAPASTE,T20220814122847030,Tarjeta AUP averiada,14/08/2022 12:28:00 p.�m.,02/06/2023 12:00:00 p.�m.,Core,Ura EAR,AXE,URA,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,"Cambio de tarjeta
",Tarjeta AUP-88 concomponentes quemados y pendiente por sustitucion.,"Cambio de tarjeta
",420452
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT QUIVICAN,T20220814120610093,Grupo Electrogeno en funcionamiento,14/08/2022 12:06:00 p.�m.,14/08/2022 02:13:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,14:13 h Restablece el AC en el sitio.,Grupo Electrogeno en funcionamiento por mas de 6 horas.,14:13 h Restablece el AC en el sitio.,127
CT GUINES,BATABANO,CT BATABANO,T20220814120246045,Grupo Electrogeno en funcionamiento,14/08/2022 12:02:00 p.�m.,14/08/2022 02:07:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,14:07 h restablece el AC en el sitio.,Grupo Electrogeno en funcionamiento por mas de 6 horas.,14:07 h restablece el AC en el sitio.,125
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20220814143536098,GE CT CAMILO CIENFUEGOS trabajando por mas de 6 h.,14/08/2022 08:26:00 a.�m.,14/08/2022 04:46:00 p.�m.,"Energetica, Climatizacion y SPI","MG 32,5 AA",GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,16:46 h Restablece el AC en el sitio.,GE CT CAMILO CIENFUEGOS trabajando por mas de 6 h.,16:46 h Restablece el AC en el sitio.,500
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20220813202915068,clima averiado,13/08/2022 08:29:00 p.�m.,14/08/2022 09:00:00 p.�m.,"Energetica, Climatizacion y SPI",90000 BTU/H,CARRIER,CC Tecnologico,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Queda en servicio la consola 1.,El clima del salon tecnico se averio luego que se soltara la paleta del ventilador y en consecuencia la maquina se quemo.,Queda en servicio una consola.,1471
CT GUINES,GUINES,CONSEJO POPULAR NO. 1 GN,T20220813200030099,fuera de servicio por fallo de ac,13/08/2022 08:00:00 p.�m.,14/08/2022 01:00:00 a.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio.,Se fue la corriente en el sitio a las 13:59 y luego de descargarse las baterias se quedo fuera de servicio el sitio.,se restablecio la corriente en el sitio. ,300
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20220813190537015,grupo fuera de servicio,13/08/2022 07:05:00 p.�m.,14/08/2022 01:00:00 a.�m.,"Energetica, Climatizacion y SPI",Panel de AC,Panel AC No2,Panel de AC,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio.,se fue la corriente y como el grupo esta fuera de servicio se quedo funcionando con baterias. Al descargarse las baterias el sitio se quedo interrumpido.,se restablecio la corriente en el sitio. ,355
